physical_cores,logical_cores,max_cpu_frequency,min_cpu_frequency,total_ram,total_available_ram,total_swap,free_swap,start_time,stop_time,time_spend,task_count,task_type,current_cpu_frequency
6,12,4600.00Mhz,800.00Mhz,31.14GB,20.34GB,4.00GB,3.96GB,1623308051.61262,1623310343.36792,2291.75529813766,2661,10,1210.65Mhz
6,12,4600.00Mhz,800.00Mhz,31.14GB,19.20GB,66.50GB,66.50GB,1623313225.24141,1623313226.39187,1.15046286582947,114,3,2307.28Mhz
6,12,4600.00Mhz,800.00Mhz,31.14GB,19.20GB,66.50GB,66.50GB,1623313226.61496,1623313227.713,1.09803462028503,114,4,3464.46Mhz
6,12,4600.00Mhz,800.00Mhz,31.14GB,19.20GB,66.50GB,66.50GB,1623313227.92172,1623313229.40019,1.4784722328186,114,5,2551.43Mhz
6,12,4600.00Mhz,800.00Mhz,31.14GB,19.20GB,66.50GB,66.50GB,1623313238.92406,1623313240.00186,1.07780456542969,114,3,2755.05Mhz
6,12,4600.00Mhz,800.00Mhz,31.14GB,19.20GB,66.50GB,66.50GB,1623313240.21396,1623313241.33855,1.12458491325378,114,4,1898.34Mhz
6,12,4600.00Mhz,800.00Mhz,31.14GB,19.20GB,66.50GB,66.50GB,1623313241.5512,1623313243.11198,1.56077671051025,114,5,2267.49Mhz
6,12,4600.00Mhz,800.00Mhz,31.14GB,19.20GB,66.50GB,66.50GB,1623313244.15008,1623313245.29494,1.14485716819763,114,3,1870.29Mhz
6,12,4600.00Mhz,800.00Mhz,31.14GB,19.20GB,66.50GB,66.50GB,1623313245.49244,1623313246.62316,1.13072061538696,114,4,1939.66Mhz
6,12,4600.00Mhz,800.00Mhz,31.14GB,19.20GB,66.50GB,66.50GB,1623313246.8318,1623313248.39699,1.56518769264221,114,5,2000.08Mhz
6,12,4600.00Mhz,800.00Mhz,31.14GB,20.13GB,4.00GB,3.96GB,1623315344.6491,1623315350.42302,5.77392482757568,4,7,1138.29Mhz
6,12,4600.00Mhz,800.00Mhz,31.14GB,18.92GB,66.50GB,66.50GB,1623316149.45142,1623316150.68958,1.23816132545471,114,3,993.64Mhz
6,12,4600.00Mhz,800.00Mhz,31.14GB,18.92GB,66.50GB,66.50GB,1623316150.91412,1623316151.54356,0.629434585571289,114,4,1384.93Mhz
6,12,4600.00Mhz,800.00Mhz,31.14GB,18.92GB,66.50GB,66.50GB,1623316151.61945,1623316152.88591,1.26646089553833,114,5,1632.07Mhz
6,12,4600.00Mhz,800.00Mhz,31.14GB,18.92GB,66.50GB,66.50GB,1623316153.9561,1623316156.33232,2.37621927261353,272,3,1067.54Mhz
6,12,4600.00Mhz,800.00Mhz,31.14GB,18.92GB,66.50GB,66.50GB,1623316156.55247,1623316157.81211,1.25963807106018,272,4,1042.21Mhz
6,12,4600.00Mhz,800.00Mhz,31.14GB,18.92GB,66.50GB,66.50GB,1623316158.03849,1623316159.15137,1.11287546157837,272,5,2929.99Mhz
6,12,4600.00Mhz,800.00Mhz,31.14GB,18.90GB,66.50GB,66.50GB,1623316220.13331,1623316221.24132,1.10801410675049,114,3,2613.79Mhz
6,12,4600.00Mhz,800.00Mhz,31.14GB,18.90GB,66.50GB,66.50GB,1623316221.83292,1623316223.97022,2.13729906082153,114,4,1000.07Mhz
6,12,4600.00Mhz,800.00Mhz,31.14GB,18.89GB,66.50GB,66.50GB,1623316224.33549,1623316226.3241,1.98861360549927,114,5,2524.67Mhz
6,12,4600.00Mhz,800.00Mhz,31.14GB,18.88GB,66.50GB,66.50GB,1623316228.02243,1623316229.75934,1.73691415786743,114,3,2670.51Mhz
6,12,4600.00Mhz,800.00Mhz,31.14GB,18.88GB,66.50GB,66.50GB,1623316229.96953,1623316231.08427,1.11473369598389,114,4,1471.08Mhz
6,12,4600.00Mhz,800.00Mhz,31.14GB,18.88GB,66.50GB,66.50GB,1623316231.30067,1623316232.80654,1.50586938858032,114,5,900.07Mhz
6,12,4600.00Mhz,800.00Mhz,31.14GB,18.88GB,66.50GB,66.50GB,1623316247.2147,1623316248.3075,1.09279561042786,114,0,1645.21Mhz
6,12,4600.00Mhz,800.00Mhz,31.14GB,18.88GB,66.50GB,66.50GB,1623316248.51281,1623316249.21416,0.701358318328857,114,1,1191.38Mhz
6,12,4600.00Mhz,800.00Mhz,31.14GB,18.88GB,66.50GB,66.50GB,1623316249.29047,1623316250.20103,0.910564184188843,114,2,1347.03Mhz
6,12,4600.00Mhz,800.00Mhz,31.14GB,18.87GB,66.50GB,66.50GB,1623316250.27733,1623316251.48183,1.20450258255005,114,0,1220.57Mhz
6,12,4600.00Mhz,800.00Mhz,31.14GB,18.88GB,66.50GB,66.50GB,1623316251.84249,1623316252.96074,1.11825489997864,114,1,2254.84Mhz
6,12,4600.00Mhz,800.00Mhz,31.14GB,18.88GB,66.50GB,66.50GB,1623316253.1655,1623316254.15462,0.989121198654175,114,2,1091.51Mhz
6,12,4600.00Mhz,800.00Mhz,31.14GB,18.86GB,66.50GB,66.50GB,1623316259.94023,1623316261.18576,1.24553489685059,114,0,4063.82Mhz
6,12,4600.00Mhz,800.00Mhz,31.14GB,18.76GB,66.50GB,66.50GB,1623316261.37659,1623316262.00544,0.628844022750855,114,1,4281.27Mhz
6,12,4600.00Mhz,800.00Mhz,31.14GB,18.88GB,66.50GB,66.50GB,1623316262.04747,1623316262.90292,0.855449914932251,114,2,1732.58Mhz
6,12,4600.00Mhz,800.00Mhz,31.14GB,18.88GB,66.50GB,66.50GB,1623316262.98104,1623316264.11212,1.13108634948731,114,0,937.81Mhz
6,12,4600.00Mhz,800.00Mhz,31.14GB,18.85GB,66.50GB,66.50GB,1623316264.32954,1623316265.45008,1.12053656578064,114,1,4300.06Mhz
6,12,4600.00Mhz,800.00Mhz,31.14GB,18.88GB,66.50GB,66.50GB,1623316265.6355,1623316266.62706,0.991554737091064,114,2,1143.24Mhz
6,12,4600.00Mhz,800.00Mhz,31.14GB,18.97GB,66.50GB,66.50GB,1623316340.98249,1623316342.08922,1.10672521591187,114,3,2800.25Mhz
6,12,4600.00Mhz,800.00Mhz,31.14GB,18.97GB,66.50GB,66.50GB,1623316342.29,1623316342.94334,0.653338193893433,114,4,1665.42Mhz
6,12,4600.00Mhz,800.00Mhz,31.14GB,18.97GB,66.50GB,66.50GB,1623316343.01433,1623316344.2602,1.24586653709412,114,5,900.15Mhz
6,12,4600.00Mhz,800.00Mhz,31.14GB,18.98GB,66.50GB,66.50GB,1623316345.22522,1623316346.49134,1.26612257957459,114,3,1154.67Mhz
6,12,4600.00Mhz,800.00Mhz,31.14GB,18.98GB,66.50GB,66.50GB,1623316346.71036,1623316347.81592,1.10556221008301,114,4,899.29Mhz
6,12,4600.00Mhz,800.00Mhz,31.14GB,18.97GB,66.50GB,66.50GB,1623316348.04738,1623316349.51913,1.47175550460815,114,5,4295.39Mhz
6,12,4600.00Mhz,800.00Mhz,31.14GB,18.55GB,4.00GB,3.85GB,1623316618.76338,1623316620.97271,2.20933270454407,114,3,2041.68Mhz
6,12,4600.00Mhz,800.00Mhz,31.14GB,18.56GB,4.00GB,3.85GB,1623316621.19735,1623316622.29044,1.09309124946594,114,4,1383.47Mhz
6,12,4600.00Mhz,800.00Mhz,31.14GB,18.56GB,4.00GB,3.85GB,1623316622.51857,1623316624.0966,1.57802724838257,114,5,1062.06Mhz
6,12,4600.00Mhz,800.00Mhz,31.14GB,18.53GB,4.00GB,3.85GB,1623316654.94181,1623316657.2421,2.30029702186584,114,3,1097.70Mhz
6,12,4600.00Mhz,800.00Mhz,31.14GB,18.53GB,4.00GB,3.85GB,1623316657.47658,1623316658.6561,1.17951798439026,114,4,900.12Mhz
6,12,4600.00Mhz,800.00Mhz,31.14GB,18.53GB,4.00GB,3.85GB,1623316658.87752,1623316660.44865,1.57112956047058,114,5,900.13Mhz
6,12,4600.00Mhz,800.00Mhz,31.14GB,18.50GB,4.00GB,3.85GB,1623316780.46533,1623316782.74447,2.27914381027222,2133,3,4235.31Mhz
6,12,4600.00Mhz,800.00Mhz,31.14GB,18.53GB,4.00GB,3.85GB,1623316782.95913,1623316784.14402,1.18489742279053,2133,4,1099.40Mhz
6,12,4600.00Mhz,800.00Mhz,31.14GB,18.53GB,4.00GB,3.85GB,1623316784.37395,1623316785.71196,1.33801770210266,2133,5,991.22Mhz
6,12,4600.00Mhz,800.00Mhz,31.14GB,18.52GB,4.00GB,3.85GB,1623316786.75591,1623316789.28914,2.53323221206665,2133,3,900.14Mhz
6,12,4600.00Mhz,800.00Mhz,31.14GB,18.52GB,4.00GB,3.85GB,1623316789.52065,1623316790.70458,1.1839292049408,2133,4,900.09Mhz
6,12,4600.00Mhz,800.00Mhz,31.14GB,18.52GB,4.00GB,3.85GB,1623316790.93895,1623316792.39861,1.45965433120728,2133,5,900.15Mhz
6,12,4600.00Mhz,800.00Mhz,31.14GB,18.52GB,4.00GB,3.85GB,1623316793.45008,1623316795.61653,2.16645956039429,2133,3,899.86Mhz
6,12,4600.00Mhz,800.00Mhz,31.14GB,18.52GB,4.00GB,3.85GB,1623316795.8437,1623316797.03606,1.19235706329346,2133,4,899.65Mhz
6,12,4600.00Mhz,800.00Mhz,31.14GB,18.52GB,4.00GB,3.85GB,1623316797.25753,1623316798.65137,1.39383697509766,2133,5,900.12Mhz
6,12,4600.00Mhz,800.00Mhz,31.14GB,18.52GB,4.00GB,3.85GB,1623316799.6982,1623316801.90921,2.21100759506226,114,3,899.30Mhz
6,12,4600.00Mhz,800.00Mhz,31.14GB,18.52GB,4.00GB,3.85GB,1623316802.13816,1623316803.2931,1.15493226051331,114,4,3007.47Mhz
6,12,4600.00Mhz,800.00Mhz,31.14GB,18.52GB,4.00GB,3.85GB,1623316803.49738,1623316804.85589,1.35850191116333,114,5,900.12Mhz
6,12,4600.00Mhz,800.00Mhz,31.14GB,18.52GB,4.00GB,3.85GB,1623316805.92928,1623316808.13846,2.20918393135071,114,3,1058.07Mhz
6,12,4600.00Mhz,800.00Mhz,31.14GB,18.52GB,4.00GB,3.85GB,1623316808.36184,1623316809.64975,1.28790998458862,114,4,2800.77Mhz
6,12,4600.00Mhz,800.00Mhz,31.14GB,18.53GB,4.00GB,3.85GB,1623316810.06319,1623316811.68393,1.62073063850403,114,5,1020.95Mhz
6,12,4600.00Mhz,800.00Mhz,31.14GB,18.53GB,4.00GB,3.85GB,1623316813.20601,1623316815.3773,2.17129731178284,114,3,900.10Mhz
6,12,4600.00Mhz,800.00Mhz,31.14GB,18.53GB,4.00GB,3.85GB,1623316815.93583,1623316817.08613,1.15029525756836,114,4,1603.22Mhz
6,12,4600.00Mhz,800.00Mhz,31.14GB,18.53GB,4.00GB,3.85GB,1623316817.31094,1623316818.84503,1.53409123420715,114,5,1558.35Mhz
6,12,4600.00Mhz,800.00Mhz,31.14GB,18.54GB,4.00GB,3.85GB,1623317012.66319,1623317014.87841,2.21521830558777,2133,3,900.13Mhz
6,12,4600.00Mhz,800.00Mhz,31.14GB,18.54GB,4.00GB,3.85GB,1623317015.10084,1623317016.18139,1.08054351806641,2133,4,1113.93Mhz
6,12,4600.00Mhz,800.00Mhz,31.14GB,18.54GB,4.00GB,3.85GB,1623317016.40904,1623317017.8906,1.48155975341797,2133,5,1066.63Mhz
6,12,4600.00Mhz,800.00Mhz,31.14GB,18.54GB,4.00GB,3.85GB,1623317019.05838,1623317021.54298,2.48460626602173,2133,3,3192.27Mhz
6,12,4600.00Mhz,800.00Mhz,31.14GB,18.54GB,4.00GB,3.85GB,1623317021.74451,1623317022.76935,1.02484488487244,2133,4,3840.22Mhz
6,12,4600.00Mhz,800.00Mhz,31.14GB,18.54GB,4.00GB,3.85GB,1623317022.97201,1623317024.52602,1.55400109291077,2133,5,4239.18Mhz
6,12,4600.00Mhz,800.00Mhz,31.14GB,18.53GB,4.00GB,3.85GB,1623317025.45022,1623317027.60484,2.15462017059326,2133,3,900.18Mhz
6,12,4600.00Mhz,800.00Mhz,31.14GB,18.53GB,4.00GB,3.85GB,1623317027.83637,1623317029.00968,1.17330431938171,2133,4,900.12Mhz
6,12,4600.00Mhz,800.00Mhz,31.14GB,18.53GB,4.00GB,3.85GB,1623317029.23518,1623317030.65558,1.42040133476257,2133,5,1025.43Mhz
6,12,4600.00Mhz,800.00Mhz,31.14GB,18.53GB,4.00GB,3.85GB,1623317031.85699,1623317034.06535,2.20836782455444,114,3,1041.38Mhz
6,12,4600.00Mhz,800.00Mhz,31.14GB,18.53GB,4.00GB,3.85GB,1623317034.29242,1623317035.45261,1.16018533706665,114,4,1067.04Mhz
6,12,4600.00Mhz,800.00Mhz,31.14GB,18.53GB,4.00GB,3.85GB,1623317035.68689,1623317037.12062,1.43373084068298,114,5,1593.62Mhz
6,12,4600.00Mhz,800.00Mhz,31.14GB,18.53GB,4.00GB,3.85GB,1623317038.11298,1623317040.38017,2.26719641685486,114,3,900.13Mhz
6,12,4600.00Mhz,800.00Mhz,31.14GB,18.53GB,4.00GB,3.85GB,1623317040.60094,1623317041.79168,1.19073581695557,114,4,900.13Mhz
6,12,4600.00Mhz,800.00Mhz,31.14GB,18.53GB,4.00GB,3.85GB,1623317042.01871,1623317043.31259,1.2938859462738,114,5,1250.22Mhz
6,12,4600.00Mhz,800.00Mhz,31.14GB,18.53GB,4.00GB,3.85GB,1623317044.50916,1623317046.78359,2.27442359924316,114,3,900.14Mhz
6,12,4600.00Mhz,800.00Mhz,31.14GB,18.53GB,4.00GB,3.85GB,1623317047.01427,1623317048.19306,1.17879581451416,114,4,1102.00Mhz
6,12,4600.00Mhz,800.00Mhz,31.14GB,18.53GB,4.00GB,3.85GB,1623317048.41951,1623317049.86443,1.44492769241333,114,5,900.11Mhz
6,12,4600.00Mhz,800.00Mhz,31.14GB,18.54GB,4.00GB,3.85GB,1623317196.40944,1623317198.66907,2.25962734222412,2133,3,1101.48Mhz
6,12,4600.00Mhz,800.00Mhz,31.14GB,18.54GB,4.00GB,3.85GB,1623317198.87378,1623317200.02754,1.15376687049866,2133,4,2179.94Mhz
6,12,4600.00Mhz,800.00Mhz,31.14GB,18.54GB,4.00GB,3.85GB,1623317200.22484,1623317201.63235,1.40750789642334,2133,5,2295.95Mhz
6,12,4600.00Mhz,800.00Mhz,31.14GB,18.53GB,4.00GB,3.85GB,1623317202.63935,1623317204.90535,2.2660059928894,2133,3,985.54Mhz
6,12,4600.00Mhz,800.00Mhz,31.14GB,18.53GB,4.00GB,3.85GB,1623317205.13324,1623317206.26241,1.12917256355286,2133,4,1366.87Mhz
6,12,4600.00Mhz,800.00Mhz,31.14GB,18.53GB,4.00GB,3.85GB,1623317206.48902,1623317208.19678,1.70776319503784,2133,5,1160.45Mhz
6,12,4600.00Mhz,800.00Mhz,31.14GB,18.53GB,4.00GB,3.85GB,1623317209.27182,1623317211.74542,2.47359418869018,2133,3,898.74Mhz
6,12,4600.00Mhz,800.00Mhz,31.14GB,18.53GB,4.00GB,3.85GB,1623317211.9796,1623317213.11693,1.13733386993408,2133,4,900.16Mhz
6,12,4600.00Mhz,800.00Mhz,31.14GB,18.53GB,4.00GB,3.85GB,1623317213.3445,1623317214.60405,1.25954675674438,2133,5,973.95Mhz
6,12,4600.00Mhz,800.00Mhz,31.14GB,18.53GB,4.00GB,3.85GB,1623317215.67557,1623317217.87119,2.19562005996704,114,3,4085.07Mhz
6,12,4600.00Mhz,800.00Mhz,31.14GB,18.53GB,4.00GB,3.85GB,1623317218.08424,1623317219.29403,1.20978879928589,114,4,1286.68Mhz
6,12,4600.00Mhz,800.00Mhz,31.14GB,18.52GB,4.00GB,3.85GB,1623317219.50754,1623317220.87682,1.36927890777588,114,5,4283.79Mhz
6,12,4600.00Mhz,800.00Mhz,31.14GB,18.52GB,4.00GB,3.85GB,1623317221.79981,1623317223.43453,1.6347234249115,114,3,4300.01Mhz
6,12,4600.00Mhz,800.00Mhz,31.14GB,18.52GB,4.00GB,3.85GB,1623317223.63153,1623317224.66483,1.03330206871033,114,4,3726.33Mhz
6,12,4600.00Mhz,800.00Mhz,31.14GB,18.52GB,4.00GB,3.85GB,1623317224.85975,1623317226.16662,1.30686259269714,114,5,4279.26Mhz
6,12,4600.00Mhz,800.00Mhz,31.14GB,18.52GB,4.00GB,3.85GB,1623317227.13841,1623317229.12021,1.98179793357849,114,3,1987.77Mhz
6,12,4600.00Mhz,800.00Mhz,31.14GB,18.52GB,4.00GB,3.85GB,1623317229.33812,1623317230.69177,1.35364890098572,114,4,4262.87Mhz
6,12,4600.00Mhz,800.00Mhz,31.14GB,18.52GB,4.00GB,3.85GB,1623317230.87959,1623317232.21268,1.33309483528137,114,5,1373.99Mhz
6,12,4600.00Mhz,800.00Mhz,31.14GB,18.52GB,4.00GB,3.85GB,1623317260.8147,1623317263.07507,2.26036596298218,2133,3,1934.68Mhz
6,12,4600.00Mhz,800.00Mhz,31.14GB,18.52GB,4.00GB,3.85GB,1623317263.31238,1623317264.43618,1.12380766868591,2133,4,899.85Mhz
6,12,4600.00Mhz,800.00Mhz,31.14GB,18.52GB,4.00GB,3.85GB,1623317264.66036,1623317266.01613,1.35577654838562,2133,5,2379.28Mhz
6,12,4600.00Mhz,800.00Mhz,31.14GB,18.52GB,4.00GB,3.85GB,1623317267.06851,1623317269.49535,2.42684245109558,2133,3,1160.53Mhz
6,12,4600.00Mhz,800.00Mhz,31.14GB,18.52GB,4.00GB,3.85GB,1623317269.71674,1623317270.81525,1.09851241111755,2133,4,4159.06Mhz
6,12,4600.00Mhz,800.00Mhz,31.14GB,18.52GB,4.00GB,3.85GB,1623317271.02198,1623317272.53432,1.51233386993408,2133,5,1196.07Mhz
6,12,4600.00Mhz,800.00Mhz,31.14GB,18.52GB,4.00GB,3.85GB,1623317273.58467,1623317275.52469,1.94001817703247,2133,3,1642.83Mhz
6,12,4600.00Mhz,800.00Mhz,31.14GB,18.52GB,4.00GB,3.85GB,1623317275.73106,1623317276.82812,1.09705901145935,2133,4,1178.89Mhz
6,12,4600.00Mhz,800.00Mhz,31.14GB,18.52GB,4.00GB,3.85GB,1623317277.0559,1623317278.44793,1.39202475547791,2133,5,900.13Mhz
6,12,4600.00Mhz,800.00Mhz,31.14GB,18.51GB,4.00GB,3.85GB,1623317279.53581,1623317281.73679,2.20098471641541,114,3,899.84Mhz
6,12,4600.00Mhz,800.00Mhz,31.14GB,18.51GB,4.00GB,3.85GB,1623317281.96511,1623317283.14091,1.17579984664917,114,4,900.07Mhz
6,12,4600.00Mhz,800.00Mhz,31.14GB,18.51GB,4.00GB,3.85GB,1623317283.36903,1623317284.73795,1.36892175674438,114,5,956.36Mhz
6,12,4600.00Mhz,800.00Mhz,31.14GB,18.51GB,4.00GB,3.85GB,1623317285.78081,1623317288.03101,2.25020837783813,114,3,1917.65Mhz
6,12,4600.00Mhz,800.00Mhz,31.14GB,18.51GB,4.00GB,3.85GB,1623317288.25183,1623317289.42057,1.16874241828918,114,4,900.11Mhz
6,12,4600.00Mhz,800.00Mhz,31.14GB,18.51GB,4.00GB,3.85GB,1623317289.64919,1623317291.04873,1.39953422546387,114,5,900.11Mhz
6,12,4600.00Mhz,800.00Mhz,31.14GB,18.51GB,4.00GB,3.85GB,1623317292.41721,1623317294.46358,2.04636764526367,114,3,1017.69Mhz
6,12,4600.00Mhz,800.00Mhz,31.14GB,18.51GB,4.00GB,3.85GB,1623317294.6743,1623317295.74115,1.06685280799866,114,4,1027.49Mhz
6,12,4600.00Mhz,800.00Mhz,31.14GB,18.51GB,4.00GB,3.85GB,1623317295.95605,1623317297.3934,1.43734478950501,114,5,899.82Mhz
6,12,4600.00Mhz,800.00Mhz,31.14GB,18.51GB,4.00GB,3.85GB,1623317375.82429,1623317377.59861,1.77431416511536,1,7,1143.94Mhz
6,12,4600.00Mhz,800.00Mhz,31.14GB,18.51GB,4.00GB,3.85GB,1623317377.81311,1623317379.77467,1.96155476570129,1,7,1844.38Mhz
6,12,4600.00Mhz,800.00Mhz,31.14GB,18.51GB,4.00GB,3.85GB,1623317379.98188,1623317381.57998,1.59809923171997,1,7,954.73Mhz
6,12,4600.00Mhz,800.00Mhz,31.14GB,18.51GB,4.00GB,3.85GB,1623317381.80802,1623317383.40399,1.59596991539001,1,7,900.11Mhz
6,12,4600.00Mhz,800.00Mhz,31.14GB,18.51GB,4.00GB,3.85GB,1623317383.63088,1623317385.3791,1.7482213973999,1,7,1065.92Mhz
6,12,4600.00Mhz,800.00Mhz,31.14GB,18.51GB,4.00GB,3.85GB,1623317385.59736,1623317387.24852,1.6511595249176,1,7,1020.30Mhz
6,12,4600.00Mhz,800.00Mhz,31.14GB,18.41GB,4.00GB,3.84GB,1623318579.90774,1623318581.64713,1.73939299583435,1,7,920.42Mhz
6,12,4600.00Mhz,800.00Mhz,31.14GB,18.42GB,4.00GB,3.84GB,1623318688.62161,1623318690.08864,1.46702814102173,1,7,1589.44Mhz
6,12,4600.00Mhz,800.00Mhz,31.14GB,18.42GB,4.00GB,3.84GB,1623318712.49911,1623318714.07743,1.57831573486328,1,7,1124.17Mhz
6,12,4600.00Mhz,800.00Mhz,31.14GB,18.40GB,4.00GB,3.81GB,1623328266.23111,1623328267.73231,1.50120043754578,1,7,1028.15Mhz
6,12,4600.00Mhz,800.00Mhz,31.14GB,17.82GB,66.50GB,66.50GB,1623328886.17641,1623328949.62357,63.4471538066864,65,10,900.09Mhz
6,12,4600.00Mhz,800.00Mhz,31.14GB,18.41GB,4.00GB,3.81GB,1623329880.9753,1623329882.31297,1.33766341209412,1,7,1113.58Mhz
6,12,4600.00Mhz,800.00Mhz,31.14GB,20.15GB,4.00GB,3.97GB,1623331019.33169,1623331248.1887,228.857003450394,281,10,927.17Mhz
6,12,4600.00Mhz,800.00Mhz,31.14GB,18.63GB,4.00GB,3.82GB,1623331410.72853,1623331411.61921,0.890681028366089,2555,10,1124.87Mhz
6,12,4600.00Mhz,800.00Mhz,31.14GB,18.65GB,4.00GB,3.82GB,1623331411.82655,1623331501.65271,89.8261568546295,2555,3,1069.31Mhz
6,12,4600.00Mhz,800.00Mhz,31.14GB,18.65GB,4.00GB,3.82GB,1623331501.86681,1623331503.16995,1.303142786026,2555,4,1002.78Mhz
6,12,4600.00Mhz,800.00Mhz,31.14GB,18.65GB,4.00GB,3.82GB,1623331503.39712,1623331505.02574,1.6286187171936,2555,5,1691.47Mhz
6,12,4600.00Mhz,800.00Mhz,31.14GB,18.65GB,4.00GB,3.82GB,1623331564.10946,1623331565.73394,1.62448024749756,1,7,1062.66Mhz
6,12,4600.00Mhz,800.00Mhz,31.14GB,18.69GB,4.00GB,3.82GB,1623331681.37026,1623331682.23209,0.861824750900269,1264,10,1413.39Mhz
6,12,4600.00Mhz,800.00Mhz,31.14GB,18.69GB,4.00GB,3.82GB,1623331681.37026,1623331683.26878,1.89851188659668,1264,10,899.92Mhz
6,12,4600.00Mhz,800.00Mhz,31.14GB,18.68GB,4.00GB,3.82GB,1623331683.4793,1623331865.8417,182.362400054932,1264,3,998.31Mhz
6,12,4600.00Mhz,800.00Mhz,31.14GB,18.68GB,4.00GB,3.82GB,1623331866.06616,1623331868.75225,2.68608617782593,1264,4,3861.35Mhz
6,12,4600.00Mhz,800.00Mhz,31.14GB,18.68GB,4.00GB,3.82GB,1623331868.95956,1623331872.39211,3.43254709243774,1264,5,900.11Mhz
6,12,4600.00Mhz,800.00Mhz,31.14GB,18.68GB,4.00GB,3.82GB,1623331912.49322,1623331915.88154,3.38831162452698,2,7,980.77Mhz
6,12,4600.00Mhz,800.00Mhz,31.14GB,20.20GB,4.00GB,3.97GB,1623336350.95836,1623336584.57124,233.612879514694,236,10,900.18Mhz
6,12,4600.00Mhz,800.00Mhz,31.14GB,20.18GB,4.00GB,3.97GB,1623341123.66059,1623342711.40136,1587.74077224731,1900,10,1258.81Mhz
6,12,4600.00Mhz,800.00Mhz,31.14GB,19.89GB,4.00GB,3.97GB,1623391115.14347,1623391116.26401,1.12053847312927,1521,10,925.43Mhz
6,12,4600.00Mhz,800.00Mhz,31.14GB,19.89GB,4.00GB,3.97GB,1623391116.51081,1623391118.29166,1.78085064888001,1521,3,917.54Mhz
6,12,4600.00Mhz,800.00Mhz,31.14GB,19.89GB,4.00GB,3.97GB,1623391118.5271,1623391119.74559,1.21849846839905,1521,4,921.39Mhz
6,12,4600.00Mhz,800.00Mhz,31.14GB,19.89GB,4.00GB,3.97GB,1623391119.97544,1623391121.20675,1.23130321502686,1521,5,1247.50Mhz
6,12,4600.00Mhz,800.00Mhz,31.14GB,19.89GB,4.00GB,3.97GB,1623391177.00084,1623391178.08572,1.08488535881042,1521,10,1134.95Mhz
6,12,4600.00Mhz,800.00Mhz,31.14GB,19.89GB,4.00GB,3.97GB,1623391178.30527,1623391180.09046,1.78519630432129,1521,3,929.65Mhz
6,12,4600.00Mhz,800.00Mhz,31.14GB,19.89GB,4.00GB,3.97GB,1623391180.31612,1623391181.58252,1.26639175415039,1521,4,3433.31Mhz
6,12,4600.00Mhz,800.00Mhz,31.14GB,19.89GB,4.00GB,3.97GB,1623391181.81356,1623391182.96574,1.15217971801758,1521,5,1000.05Mhz
6,12,4600.00Mhz,800.00Mhz,31.14GB,19.88GB,4.00GB,3.97GB,1623391183.95502,1623391185.28771,1.33269214630127,1,7,1000.01Mhz
6,12,4600.00Mhz,800.00Mhz,31.14GB,19.88GB,4.00GB,3.97GB,1623391185.49879,1623391185.84012,0.341330051422119,1,12,1322.36Mhz
6,12,4600.00Mhz,800.00Mhz,31.14GB,19.62GB,4.00GB,3.97GB,1623393770.67524,1623393771.53192,0.856679201126099,893,10,1320.42Mhz
6,12,4600.00Mhz,800.00Mhz,31.14GB,19.61GB,4.00GB,3.97GB,1623393771.74416,1623393773.83462,2.09045624732971,893,3,922.10Mhz
6,12,4600.00Mhz,800.00Mhz,31.14GB,19.61GB,4.00GB,3.97GB,1623393774.0609,1623393775.33316,1.27226209640503,893,4,1012.80Mhz
6,12,4600.00Mhz,800.00Mhz,31.14GB,19.62GB,4.00GB,3.97GB,1623393775.56285,1623393777.32,1.75714945793152,893,5,918.91Mhz
6,12,4600.00Mhz,800.00Mhz,31.14GB,19.61GB,4.00GB,3.97GB,1623393778.32638,1623393779.63787,1.31149101257324,1,7,2083.50Mhz
6,12,4600.00Mhz,800.00Mhz,31.14GB,19.61GB,4.00GB,3.97GB,1623393779.83764,1623393780.18902,0.351384162902832,1,12,1400.16Mhz
6,12,4600.00Mhz,800.00Mhz,31.14GB,19.64GB,4.00GB,3.97GB,1623394707.80667,1623394708.69417,0.887504100799561,8855,10,2031.84Mhz
6,12,4600.00Mhz,800.00Mhz,31.14GB,19.63GB,4.00GB,3.97GB,1623394708.91348,1623394711.03036,2.11687994003296,8855,3,910.86Mhz
6,12,4600.00Mhz,800.00Mhz,31.14GB,19.63GB,4.00GB,3.97GB,1623394711.26655,1623394712.64252,1.37597560882568,8855,4,972.41Mhz
6,12,4600.00Mhz,800.00Mhz,31.14GB,19.63GB,4.00GB,3.97GB,1623394712.88375,1623394714.45069,1.56693053245544,8855,5,992.28Mhz
6,12,4600.00Mhz,800.00Mhz,31.14GB,19.63GB,4.00GB,3.97GB,1623394715.50476,1623394716.73069,1.22592854499817,1,7,1229.03Mhz
6,12,4600.00Mhz,800.00Mhz,31.14GB,19.63GB,4.00GB,3.97GB,1623394716.91902,1623394717.23843,0.319407939910889,1,12,1531.04Mhz
6,12,4600.00Mhz,800.00Mhz,31.14GB,20.06GB,4.00GB,3.97GB,1623403041.24221,1623403042.1664,0.924189805984497,494,10,1209.51Mhz
6,12,4600.00Mhz,800.00Mhz,31.14GB,20.06GB,4.00GB,3.97GB,1623403042.38669,1623403043.68502,1.29832458496094,494,3,921.03Mhz
