physical_cores,logical_cores,max_cpu_frequency,min_cpu_frequency,total_ram,total_available_ram,total_swap,free_swap,start_time,stop_time,time_spend,task_count,task_type,current_cpu_frequency
6,12,4600.00Mhz,800.00Mhz,31.14GB,20.07GB,66.50GB,66.50GB,1621932899.20445,1621932905.43927,6.2348198890686,3896,10,1296.46Mhz
6,12,4600.00Mhz,800.00Mhz,31.14GB,19.60GB,66.50GB,66.50GB,1621932907.58551,1621932956.0425,48.4569840431213,3896,3,4300.08Mhz
6,12,4600.00Mhz,800.00Mhz,31.14GB,19.91GB,66.50GB,66.50GB,1621932960.60136,1621932968.1514,7.55004072189331,3896,4,4244.67Mhz
6,12,4600.00Mhz,800.00Mhz,31.14GB,19.73GB,66.50GB,66.50GB,1621932971.6872,1621932985.22581,13.5386121273041,3896,5,4300.24Mhz
6,12,4600.00Mhz,800.00Mhz,31.14GB,20.00GB,66.50GB,66.50GB,1621933001.25437,1621933029.0312,27.7768311500549,2660,10,952.11Mhz
6,12,4600.00Mhz,800.00Mhz,31.14GB,20.20GB,66.50GB,66.50GB,1621933035.17527,1621933074.70913,39.5338644981384,2660,3,2448.35Mhz
6,12,4600.00Mhz,800.00Mhz,31.14GB,20.21GB,66.50GB,66.50GB,1621933078.39244,1621933088.02242,9.62997817993164,2660,4,1976.36Mhz
6,12,4600.00Mhz,800.00Mhz,31.14GB,20.21GB,66.50GB,66.50GB,1621933089.26494,1621933098.69552,9.43057203292847,2660,5,4300.44Mhz
6,12,4600.00Mhz,800.00Mhz,31.14GB,20.15GB,66.50GB,66.50GB,1621933123.0942,1621933132.24738,9.15317487716675,592,10,900.03Mhz
6,12,4600.00Mhz,800.00Mhz,31.14GB,20.22GB,66.50GB,66.50GB,1621933133.86528,1621933162.75405,28.8887643814087,592,3,4311.55Mhz
6,12,4600.00Mhz,800.00Mhz,31.14GB,20.24GB,66.50GB,66.50GB,1621933164.07267,1621933169.63612,5.56345367431641,592,4,4297.19Mhz
6,12,4600.00Mhz,800.00Mhz,31.14GB,20.26GB,66.50GB,66.50GB,1621933172.82553,1621933180.26805,7.44251990318298,592,5,1592.23Mhz
6,12,4600.00Mhz,800.00Mhz,31.14GB,20.06GB,66.50GB,66.50GB,1621933192.66504,1621933205.6341,12.9690597057343,8841,10,938.06Mhz
6,12,4600.00Mhz,800.00Mhz,31.14GB,19.83GB,66.50GB,66.50GB,1621933209.46423,1621933242.21753,32.7533085346222,8841,3,4301.15Mhz
6,12,4600.00Mhz,800.00Mhz,31.14GB,20.07GB,66.50GB,66.50GB,1621933243.30981,1621933248.58085,5.27103614807129,8841,4,1180.01Mhz
6,12,4600.00Mhz,800.00Mhz,31.14GB,20.07GB,66.50GB,66.50GB,1621933250.80017,1621933262.57112,11.7709474563599,8841,5,1115.27Mhz
6,12,4600.00Mhz,800.00Mhz,31.14GB,19.87GB,66.50GB,66.50GB,1621933275.33872,1621933282.78077,7.44205021858215,1166,10,4299.96Mhz
6,12,4600.00Mhz,800.00Mhz,31.14GB,20.18GB,66.50GB,66.50GB,1621933283.47899,1621933302.84891,19.3699209690094,1166,3,4300.37Mhz
6,12,4600.00Mhz,800.00Mhz,31.14GB,20.19GB,66.50GB,66.50GB,1621933303.9635,1621933309.81769,5.85419011116028,1166,4,900.99Mhz
6,12,4600.00Mhz,800.00Mhz,31.14GB,20.25GB,66.50GB,66.50GB,1621933311.23848,1621933320.38697,9.14848756790161,1166,5,2488.86Mhz
6,12,4600.00Mhz,800.00Mhz,31.14GB,20.26GB,66.50GB,66.50GB,1621933329.22047,1621933333.61224,4.39176845550537,715,10,912.32Mhz
6,12,4600.00Mhz,800.00Mhz,31.14GB,19.49GB,66.50GB,66.50GB,1621933434.45248,1621933438.64669,4.19421529769897,414,10,4300.59Mhz
6,12,4600.00Mhz,800.00Mhz,31.14GB,19.77GB,66.50GB,66.50GB,1621933439.41542,1621933452.37002,12.954598903656,414,3,900.07Mhz
6,12,4600.00Mhz,800.00Mhz,31.14GB,19.55GB,66.50GB,66.50GB,1621933454.84504,1621933462.07501,7.22997140884399,414,4,4300.38Mhz
6,12,4600.00Mhz,800.00Mhz,31.14GB,20.22GB,66.50GB,66.50GB,1621933464.81923,1621933487.36032,22.541086435318,414,5,900.05Mhz
6,12,4600.00Mhz,800.00Mhz,31.14GB,20.23GB,66.50GB,66.50GB,1621933503.66242,1621933529.75061,26.0881900787354,2660,10,908.62Mhz
6,12,4600.00Mhz,800.00Mhz,31.14GB,20.02GB,66.50GB,66.50GB,1621933534.2037,1621933568.76471,34.5610058307648,2660,3,4299.91Mhz
6,12,4600.00Mhz,800.00Mhz,31.14GB,20.26GB,66.50GB,66.50GB,1621933571.35375,1621933579.15198,7.79822540283203,2660,4,2774.94Mhz
6,12,4600.00Mhz,800.00Mhz,31.14GB,20.27GB,66.50GB,66.50GB,1621933582.62603,1621933598.90822,16.2821831703186,2660,5,900.17Mhz
6,12,4600.00Mhz,800.00Mhz,31.14GB,20.26GB,66.50GB,66.50GB,1621933628.78829,1621933646.32997,17.5416758060455,414,10,900.08Mhz
6,12,4600.00Mhz,800.00Mhz,31.14GB,19.32GB,66.50GB,66.50GB,1621933649.36933,1621933701.61443,52.2450988292694,414,3,2610.84Mhz
6,12,4600.00Mhz,800.00Mhz,31.14GB,18.69GB,66.50GB,66.50GB,1621933708.44388,1621933726.92082,18.4769492149353,414,4,2587.01Mhz
6,12,4600.00Mhz,800.00Mhz,31.14GB,18.69GB,66.50GB,66.50GB,1621933733.34335,1621933758.15034,24.8069932460785,414,5,4300.02Mhz
6,12,4600.00Mhz,800.00Mhz,31.14GB,19.45GB,66.50GB,66.50GB,1621933787.94294,1621933816.89103,28.9480957984924,2660,10,1691.34Mhz
6,12,4600.00Mhz,800.00Mhz,31.14GB,19.94GB,66.50GB,66.50GB,1621933822.85243,1621933868.76057,45.9081418514252,2660,3,939.17Mhz
6,12,4600.00Mhz,800.00Mhz,31.14GB,19.92GB,66.50GB,66.50GB,1621933871.90578,1621933886.2686,14.3628215789795,2660,4,900.11Mhz
6,12,4600.00Mhz,800.00Mhz,31.14GB,19.61GB,66.50GB,66.50GB,1621933889.51932,1621933905.04197,15.5226545333862,2660,5,4300.13Mhz
6,12,4600.00Mhz,800.00Mhz,31.14GB,19.84GB,66.50GB,66.50GB,1621933937.90078,1621933966.04932,28.1485447883606,2364,10,1680.21Mhz
6,12,4600.00Mhz,800.00Mhz,31.14GB,20.07GB,66.50GB,66.50GB,1621933975.19832,1621934028.60141,53.4030876159668,2364,3,1212.50Mhz
6,12,4600.00Mhz,800.00Mhz,31.14GB,20.13GB,66.50GB,66.50GB,1621934033.59972,1621934049.47876,15.8790373802185,2364,4,4173.25Mhz
6,12,4600.00Mhz,800.00Mhz,31.14GB,19.96GB,66.50GB,66.50GB,1621934056.7664,1621934077.49709,20.7306897640228,2364,5,4300.07Mhz
6,12,4600.00Mhz,800.00Mhz,31.14GB,19.73GB,66.50GB,66.50GB,1621934103.07965,1621934127.98294,24.9032874107361,715,10,4301.59Mhz
6,12,4600.00Mhz,800.00Mhz,31.14GB,19.96GB,66.50GB,66.50GB,1621934131.23207,1621934174.45929,43.22722697258,715,3,4351.63Mhz
6,12,4600.00Mhz,800.00Mhz,31.14GB,20.11GB,66.50GB,66.50GB,1621934180.16096,1621934195.1985,15.0375370979309,715,4,4300.39Mhz
6,12,4600.00Mhz,800.00Mhz,31.14GB,20.20GB,66.50GB,66.50GB,1621934205.2088,1621934225.75143,20.5426321029663,715,5,1431.46Mhz
6,12,4600.00Mhz,800.00Mhz,31.14GB,20.26GB,66.50GB,66.50GB,1621934254.60646,1621934291.8528,37.2463347911835,8841,10,3040.91Mhz
6,12,4600.00Mhz,800.00Mhz,31.14GB,25.76GB,4.00GB,4.00GB,1621934268.95554,1621934327.94549,58.9899470806122,1,7,2899.07Mhz
6,12,4600.00Mhz,800.00Mhz,31.14GB,19.63GB,66.50GB,66.50GB,1621934294.01613,1621934356.27882,62.2626945972443,8841,3,1100.07Mhz
6,12,4600.00Mhz,800.00Mhz,31.14GB,19.95GB,66.50GB,66.50GB,1621934360.30724,1621934379.30623,18.9989829063416,8841,4,4300.17Mhz
6,12,4600.00Mhz,800.00Mhz,31.14GB,20.04GB,66.50GB,66.50GB,1621934383.32778,1621934398.45467,15.1268861293793,8841,5,1100.10Mhz
6,12,4600.00Mhz,800.00Mhz,31.14GB,19.95GB,66.50GB,66.50GB,1621934436.8984,1621934455.80543,18.9070317745209,83,10,968.67Mhz
6,12,4600.00Mhz,800.00Mhz,31.14GB,25.35GB,4.00GB,4.00GB,1621934442.56634,1621934495.01181,52.4454784393311,1,7,1571.05Mhz
6,12,4600.00Mhz,800.00Mhz,31.14GB,19.94GB,66.50GB,66.50GB,1621934458.86831,1621934504.18019,45.3118777275086,83,3,939.06Mhz
6,12,4600.00Mhz,800.00Mhz,31.14GB,20.10GB,66.50GB,66.50GB,1621934507.12146,1621934521.95364,14.8321754932404,83,4,3038.02Mhz
6,12,4600.00Mhz,800.00Mhz,31.14GB,20.09GB,66.50GB,66.50GB,1621934524.82424,1621934539.79946,14.9752264022827,83,5,1381.78Mhz
6,12,4600.00Mhz,800.00Mhz,31.14GB,20.08GB,66.50GB,66.50GB,1621934548.44247,1621934561.7468,13.30433344841,511,10,911.62Mhz
6,12,4600.00Mhz,800.00Mhz,31.14GB,19.81GB,66.50GB,66.50GB,1621934565.59938,1621934609.88206,44.2826800346375,511,3,4300.32Mhz
6,12,4600.00Mhz,800.00Mhz,31.14GB,20.08GB,66.50GB,66.50GB,1621934612.64186,1621934618.95336,6.31149220466614,511,4,976.07Mhz
6,12,4600.00Mhz,800.00Mhz,31.14GB,20.07GB,66.50GB,66.50GB,1621934621.53908,1621934633.58098,12.0419085025787,511,5,900.07Mhz
6,12,4600.00Mhz,800.00Mhz,31.14GB,20.06GB,66.50GB,66.50GB,1621934647.35158,1621934659.89647,12.5448868274689,4100,10,1697.78Mhz
6,12,4600.00Mhz,800.00Mhz,31.14GB,19.59GB,66.50GB,66.50GB,1621934663.5306,1621934701.9719,38.4413044452667,4100,3,4300.04Mhz
6,12,4600.00Mhz,800.00Mhz,31.14GB,19.85GB,66.50GB,66.50GB,1621934703.60616,1621934708.22696,4.62080335617065,4100,4,900.07Mhz
6,12,4600.00Mhz,800.00Mhz,31.14GB,19.85GB,66.50GB,66.50GB,1621934710.85724,1621934730.33011,19.4728729724884,4100,5,900.07Mhz
6,12,4600.00Mhz,800.00Mhz,31.14GB,20.03GB,66.50GB,66.50GB,1621934756.86234,1621934772.35886,15.4965155124664,2364,10,900.07Mhz
6,12,4600.00Mhz,800.00Mhz,31.14GB,20.05GB,66.50GB,66.50GB,1621934773.96467,1621934816.0384,42.0737292766571,2364,3,1036.45Mhz
6,12,4600.00Mhz,800.00Mhz,31.14GB,20.05GB,66.50GB,66.50GB,1621934819.57877,1621934828.74408,9.16530609130859,2364,4,1385.09Mhz
6,12,4600.00Mhz,800.00Mhz,31.14GB,20.03GB,66.50GB,66.50GB,1621934831.0482,1621934836.75387,5.70567011833191,2364,5,900.08Mhz
6,12,4600.00Mhz,800.00Mhz,31.14GB,20.03GB,66.50GB,66.50GB,1621934847.78371,1621934860.04182,12.2581107616425,614,10,900.07Mhz
6,12,4600.00Mhz,800.00Mhz,31.14GB,20.03GB,66.50GB,66.50GB,1621934863.83313,1621934883.26188,19.4287519454956,614,3,924.87Mhz
6,12,4600.00Mhz,800.00Mhz,31.14GB,20.02GB,66.50GB,66.50GB,1621934884.45998,1621934891.43644,6.97645735740662,614,4,1951.30Mhz
6,12,4600.00Mhz,800.00Mhz,31.14GB,20.02GB,66.50GB,66.50GB,1621934892.74742,1621934900.04986,7.30243301391602,614,5,1679.71Mhz
6,12,4600.00Mhz,800.00Mhz,31.14GB,19.99GB,66.50GB,66.50GB,1621934910.98969,1621934918.13508,7.14539504051209,788,10,900.06Mhz
6,12,4600.00Mhz,800.00Mhz,31.14GB,19.77GB,66.50GB,66.50GB,1621934919.71167,1621934960.38462,40.672947883606,788,3,4300.79Mhz
6,12,4600.00Mhz,800.00Mhz,31.14GB,19.83GB,66.50GB,66.50GB,1621934961.98697,1621934972.071,10.0840289592743,788,4,2337.79Mhz
6,12,4600.00Mhz,800.00Mhz,31.14GB,19.86GB,66.50GB,66.50GB,1621934975.10092,1621934981.24045,6.13953328132629,788,5,1845.10Mhz
6,12,4600.00Mhz,800.00Mhz,31.14GB,20.01GB,66.50GB,66.50GB,1621934992.17979,1621935000.35714,8.17734575271606,628,10,900.08Mhz
6,12,4600.00Mhz,800.00Mhz,31.14GB,20.06GB,66.50GB,66.50GB,1621935002.10539,1621935019.52945,17.4240605831146,628,3,1100.05Mhz
6,12,4600.00Mhz,800.00Mhz,31.14GB,20.06GB,66.50GB,66.50GB,1621935020.87245,1621935026.19636,5.32390832901001,628,4,1518.11Mhz
6,12,4600.00Mhz,800.00Mhz,31.14GB,20.06GB,66.50GB,66.50GB,1621935028.97138,1621935039.96766,10.9962816238403,628,5,899.91Mhz
6,12,4600.00Mhz,800.00Mhz,31.14GB,19.98GB,66.50GB,66.50GB,1621935051.31956,1621935066.8322,15.5126345157623,551,10,4299.83Mhz
6,12,4600.00Mhz,800.00Mhz,31.14GB,20.06GB,66.50GB,66.50GB,1621935067.87904,1621935086.3792,18.5001571178436,551,3,1298.61Mhz
6,12,4600.00Mhz,800.00Mhz,31.14GB,19.85GB,66.50GB,66.50GB,1621935087.51453,1621935091.24754,3.73300528526306,551,4,4299.89Mhz
6,12,4600.00Mhz,800.00Mhz,31.14GB,19.83GB,66.50GB,66.50GB,1621935092.69467,1621935098.2377,5.54302668571472,551,5,4300.32Mhz
6,12,4600.00Mhz,800.00Mhz,31.14GB,19.93GB,66.50GB,66.50GB,1621935105.31163,1621935112.86759,7.55596661567688,893,10,1146.18Mhz
6,12,4600.00Mhz,800.00Mhz,31.14GB,19.65GB,66.50GB,66.50GB,1621935115.87123,1621935133.67222,17.8009932041168,893,3,4300.09Mhz
6,12,4600.00Mhz,800.00Mhz,31.14GB,19.70GB,66.50GB,66.50GB,1621935134.77133,1621935140.39814,5.62680888175964,893,4,4300.26Mhz
6,12,4600.00Mhz,800.00Mhz,31.14GB,19.57GB,66.50GB,66.50GB,1621935141.65327,1621935149.05429,7.40102124214172,893,5,4300.28Mhz
6,12,4600.00Mhz,800.00Mhz,31.14GB,19.86GB,66.50GB,66.50GB,1621935156.76331,1621935164.34179,7.5784764289856,2364,10,987.49Mhz
6,12,4600.00Mhz,800.00Mhz,31.14GB,25.27GB,4.00GB,4.00GB,1621935160.46808,1621935177.11147,16.6433894634247,1,7,1605.91Mhz
6,12,4600.00Mhz,800.00Mhz,31.14GB,20.09GB,66.50GB,66.50GB,1621935165.2681,1621935185.56832,20.300226688385,2364,3,900.15Mhz
6,12,4600.00Mhz,800.00Mhz,31.14GB,20.05GB,66.50GB,66.50GB,1621935189.79318,1621935197.02215,7.22896313667297,2364,4,4130.39Mhz
6,12,4600.00Mhz,800.00Mhz,31.14GB,19.82GB,66.50GB,66.50GB,1621935200.27309,1621935213.7803,13.5072128772736,2364,5,4338.29Mhz
6,12,4600.00Mhz,800.00Mhz,31.14GB,20.09GB,66.50GB,66.50GB,1621935235.37123,1621935242.8256,7.45437622070313,520,10,2940.76Mhz
6,12,4600.00Mhz,800.00Mhz,31.14GB,20.08GB,66.50GB,66.50GB,1621935245.36416,1621935267.05004,21.6858816146851,520,3,4315.13Mhz
6,12,4600.00Mhz,800.00Mhz,31.14GB,25.27GB,4.00GB,4.00GB,1621935254.05565,1621935269.87657,15.8209238052368,1,7,1330.95Mhz
6,12,4600.00Mhz,800.00Mhz,31.14GB,20.10GB,66.50GB,66.50GB,1621935268.03618,1621935271.13792,3.10173559188843,520,4,2636.22Mhz
6,12,4600.00Mhz,800.00Mhz,31.14GB,20.10GB,66.50GB,66.50GB,1621935272.20122,1621935278.79705,6.59583139419556,520,5,1435.36Mhz
6,12,4600.00Mhz,800.00Mhz,31.14GB,20.06GB,66.50GB,66.50GB,1621935288.20711,1621935299.47191,11.2647960186005,8841,10,1583.07Mhz
6,12,4600.00Mhz,800.00Mhz,31.14GB,19.96GB,66.50GB,66.50GB,1621935300.8731,1621935320.11184,19.238733291626,8841,3,4299.82Mhz
6,12,4600.00Mhz,800.00Mhz,31.14GB,20.07GB,66.50GB,66.50GB,1621935321.79898,1621935325.27674,3.47776293754578,8841,4,2619.86Mhz
6,12,4600.00Mhz,800.00Mhz,31.14GB,20.06GB,66.50GB,66.50GB,1621935326.17177,1621935330.84896,4.67719316482544,8841,5,1722.51Mhz
6,12,4600.00Mhz,800.00Mhz,31.14GB,20.03GB,66.50GB,66.50GB,1621935345.94695,1621935358.94335,12.9964077472687,3896,10,900.07Mhz
6,12,4600.00Mhz,800.00Mhz,31.14GB,20.03GB,66.50GB,66.50GB,1621935361.31558,1621935376.73474,15.4191620349884,3896,3,1391.31Mhz
6,12,4600.00Mhz,800.00Mhz,31.14GB,20.03GB,66.50GB,66.50GB,1621935377.78052,1621935383.42369,5.64317035675049,3896,4,2883.72Mhz
6,12,4600.00Mhz,800.00Mhz,31.14GB,20.07GB,66.50GB,66.50GB,1621935384.40402,1621935392.24517,7.84114861488342,3896,5,1510.55Mhz
6,12,4600.00Mhz,800.00Mhz,31.14GB,19.84GB,66.50GB,66.50GB,1621935405.05766,1621935411.4859,6.42823886871338,1058,10,4300.05Mhz
6,12,4600.00Mhz,800.00Mhz,31.14GB,19.83GB,66.50GB,66.50GB,1621935412.4786,1621935440.59435,28.1157495975494,1058,3,1893.41Mhz
6,12,4600.00Mhz,800.00Mhz,31.14GB,19.73GB,66.50GB,66.50GB,1621935441.75363,1621935447.93862,6.18499040603638,1058,4,1138.69Mhz
6,12,4600.00Mhz,800.00Mhz,31.14GB,19.82GB,66.50GB,66.50GB,1621935448.59197,1621935453.11741,4.52544593811035,1058,5,4300.25Mhz
6,12,4600.00Mhz,800.00Mhz,31.14GB,19.78GB,66.50GB,66.50GB,1621935460.55826,1621935464.25542,3.69716930389404,2016,10,4300.11Mhz
6,12,4600.00Mhz,800.00Mhz,31.14GB,19.80GB,66.50GB,66.50GB,1621935465.17269,1621935492.37446,27.2017753124237,2016,3,2777.42Mhz
6,12,4600.00Mhz,800.00Mhz,31.14GB,19.77GB,66.50GB,66.50GB,1621935494.69065,1621935498.8015,4.11085653305054,2016,4,900.11Mhz
6,12,4600.00Mhz,800.00Mhz,31.14GB,19.87GB,66.50GB,66.50GB,1621935500.75842,1621935507.24976,6.4913375377655,2016,5,1338.28Mhz
6,12,4600.00Mhz,800.00Mhz,31.14GB,19.87GB,66.50GB,66.50GB,1621935520.03169,1621935531.54777,11.5160794258118,571,10,1058.69Mhz
6,12,4600.00Mhz,800.00Mhz,31.14GB,19.39GB,66.50GB,66.50GB,1621935535.68665,1621935562.98181,27.2951636314392,571,3,2957.49Mhz
6,12,4600.00Mhz,800.00Mhz,31.14GB,19.75GB,66.50GB,66.50GB,1621935565.12656,1621935572.44981,7.32324290275574,571,4,1297.96Mhz
6,12,4600.00Mhz,800.00Mhz,31.14GB,19.97GB,66.50GB,66.50GB,1621935573.73873,1621935582.68794,8.94921207427979,571,5,1367.67Mhz
6,12,4600.00Mhz,800.00Mhz,31.14GB,19.97GB,66.50GB,66.50GB,1621935595.3899,1621935605.35375,9.96385192871094,673,10,1646.20Mhz
6,12,4600.00Mhz,800.00Mhz,31.14GB,19.98GB,66.50GB,66.50GB,1621935607.41282,1621935636.56042,29.14759516716,673,3,2482.88Mhz
6,12,4600.00Mhz,800.00Mhz,31.14GB,25.22GB,4.00GB,4.00GB,1621935622.0873,1621935648.99479,26.907482624054,1,7,935.72Mhz
6,12,4600.00Mhz,800.00Mhz,31.14GB,19.91GB,66.50GB,66.50GB,1621935641.99951,1621935649.77066,7.771155834198,673,4,4221.41Mhz
6,12,4600.00Mhz,800.00Mhz,31.14GB,19.92GB,66.50GB,66.50GB,1621935651.27887,1621935658.00593,6.72705435752869,673,5,4300.12Mhz
6,12,4600.00Mhz,800.00Mhz,31.14GB,20.01GB,66.50GB,66.50GB,1621935663.47847,1621935668.0523,4.5738251209259,532,10,1677.99Mhz
6,12,4600.00Mhz,800.00Mhz,31.14GB,20.01GB,66.50GB,66.50GB,1621935669.04349,1621935684.55932,15.5158369541168,532,3,900.15Mhz
6,12,4600.00Mhz,800.00Mhz,31.14GB,20.01GB,66.50GB,66.50GB,1621935687.67135,1621935693.13514,5.46379160881043,532,4,900.12Mhz
6,12,4600.00Mhz,800.00Mhz,31.14GB,20.00GB,66.50GB,66.50GB,1621935694.39304,1621935699.72414,5.33109951019287,532,5,1577.48Mhz
6,12,4600.00Mhz,800.00Mhz,31.14GB,19.99GB,66.50GB,66.50GB,1621935709.46521,1621935713.52484,4.05963063240051,408,10,4292.06Mhz
6,12,4600.00Mhz,800.00Mhz,31.14GB,19.93GB,66.50GB,66.50GB,1621935714.50431,1621935737.20028,22.6959712505341,408,3,4300.37Mhz
6,12,4600.00Mhz,800.00Mhz,31.14GB,19.87GB,66.50GB,66.50GB,1621935738.38585,1621935744.87611,6.4902651309967,408,4,4299.69Mhz
6,12,4600.00Mhz,800.00Mhz,31.14GB,25.24GB,4.00GB,4.00GB,1621935807.83279,1621935840.0088,32.176007270813,1,7,1540.08Mhz
6,12,4600.00Mhz,800.00Mhz,31.14GB,19.77GB,66.50GB,66.50GB,1621935749.44311,1621935978.60926,229.166151285172,408,5,4298.40Mhz
6,12,4600.00Mhz,800.00Mhz,31.14GB,20.09GB,66.50GB,66.50GB,1621935994.25191,1621936005.36784,11.1159331798553,1522,10,2137.74Mhz
6,12,4600.00Mhz,800.00Mhz,31.14GB,19.72GB,66.50GB,66.50GB,1621936008.38262,1621936036.92201,28.5393965244293,1522,3,4300.88Mhz
6,12,4600.00Mhz,800.00Mhz,31.14GB,19.85GB,66.50GB,66.50GB,1621936037.59427,1621936042.73006,5.13579273223877,1522,4,1934.66Mhz
6,12,4600.00Mhz,800.00Mhz,31.14GB,19.83GB,66.50GB,66.50GB,1621936044.10929,1621936055.14256,11.0332732200623,1522,5,4300.77Mhz
6,12,4600.00Mhz,800.00Mhz,31.14GB,19.77GB,66.50GB,66.50GB,1621936067.57335,1621936088.47114,20.8977830410004,2555,10,1579.43Mhz
6,12,4600.00Mhz,800.00Mhz,31.14GB,19.80GB,66.50GB,66.50GB,1621936091.37651,1621936110.72505,19.3485312461853,2555,3,3792.28Mhz
6,12,4600.00Mhz,800.00Mhz,31.14GB,19.81GB,66.50GB,66.50GB,1621936111.49275,1621936113.13615,1.64339995384216,2555,4,1681.56Mhz
6,12,4600.00Mhz,800.00Mhz,31.14GB,19.80GB,66.50GB,66.50GB,1621936113.47139,1621936116.0683,2.5969066619873,2555,5,2311.34Mhz
6,12,4600.00Mhz,800.00Mhz,31.14GB,19.58GB,66.50GB,66.50GB,1621936124.99317,1621936134.47249,9.47932195663452,3896,10,4299.97Mhz
6,12,4600.00Mhz,800.00Mhz,31.14GB,19.81GB,66.50GB,66.50GB,1621936135.24452,1621936148.22017,12.9756510257721,3896,3,2389.26Mhz
6,12,4600.00Mhz,800.00Mhz,31.14GB,19.81GB,66.50GB,66.50GB,1621936150.46496,1621936154.31104,3.84608006477356,3896,4,1310.68Mhz
6,12,4600.00Mhz,800.00Mhz,31.14GB,19.80GB,66.50GB,66.50GB,1621936154.6547,1621936160.8028,6.14809536933899,3896,5,4299.74Mhz
6,12,4600.00Mhz,800.00Mhz,31.14GB,19.25GB,66.50GB,66.50GB,1621936166.30759,1621936168.01912,1.71153020858765,2660,10,1350.83Mhz
6,12,4600.00Mhz,800.00Mhz,31.14GB,19.36GB,66.50GB,66.50GB,1621936168.51519,1621936173.85904,5.34384751319885,2660,3,3275.76Mhz
6,12,4600.00Mhz,800.00Mhz,31.14GB,19.36GB,66.50GB,66.50GB,1621936174.34052,1621936175.98604,1.64552187919617,2660,4,1908.40Mhz
6,12,4600.00Mhz,800.00Mhz,31.14GB,19.39GB,66.50GB,66.50GB,1621936177.16837,1621936181.29712,4.12874245643616,2660,5,1878.94Mhz
6,12,4600.00Mhz,800.00Mhz,31.14GB,19.35GB,66.50GB,66.50GB,1621936184.66319,1621936189.07628,4.41308641433716,592,10,4299.90Mhz
6,12,4600.00Mhz,800.00Mhz,31.14GB,19.40GB,66.50GB,66.50GB,1621936193.52036,1621936204.32118,10.8008244037628,592,3,1112.15Mhz
6,12,4600.00Mhz,800.00Mhz,31.14GB,19.44GB,66.50GB,66.50GB,1621936204.91994,1621936209.01382,4.09387683868408,592,4,2901.14Mhz
6,12,4600.00Mhz,800.00Mhz,31.14GB,19.45GB,66.50GB,66.50GB,1621936210.1052,1621936213.65395,3.54875159263611,592,5,2772.64Mhz
6,12,4600.00Mhz,800.00Mhz,31.14GB,19.31GB,66.50GB,66.50GB,1621936215.62965,1621936221.06468,5.4350311756134,8841,10,4299.63Mhz
6,12,4600.00Mhz,800.00Mhz,31.14GB,19.45GB,66.50GB,66.50GB,1621936223.7866,1621936228.0621,4.27550458908081,8841,3,2489.99Mhz
6,12,4600.00Mhz,800.00Mhz,31.14GB,19.45GB,66.50GB,66.50GB,1621936228.35134,1621936230.35662,2.00527262687683,8841,4,2405.56Mhz
6,12,4600.00Mhz,800.00Mhz,31.14GB,19.44GB,66.50GB,66.50GB,1621936231.44825,1621936236.79008,5.34183144569397,8841,5,2647.95Mhz
6,12,4600.00Mhz,800.00Mhz,31.14GB,19.73GB,66.50GB,66.50GB,1621936247.3681,1621936251.38161,4.0135064125061,1166,10,4302.01Mhz
6,12,4600.00Mhz,800.00Mhz,31.14GB,19.96GB,66.50GB,66.50GB,1621936251.64773,1621936256.51984,4.87210845947266,1166,3,4005.86Mhz
6,12,4600.00Mhz,800.00Mhz,31.14GB,19.96GB,66.50GB,66.50GB,1621936256.80564,1621936258.39036,1.58472323417664,1166,4,2085.31Mhz
6,12,4600.00Mhz,800.00Mhz,31.14GB,19.73GB,66.50GB,66.50GB,1621936260.3457,1621936263.64138,3.29568767547607,1166,5,4299.98Mhz
6,12,4600.00Mhz,800.00Mhz,31.14GB,25.10GB,4.00GB,4.00GB,1621936542.16299,1621936545.71109,3.54810237884521,1,7,2995.02Mhz
12,12,2095.00Mhz,0.00Mhz,32.00GB,4.05GB,93.46GB,11.01GB,1621970339.38833,1621972764.84132,2425.45298933983,2555,10,2095.00Mhz
12,12,2095.00Mhz,0.00Mhz,32.00GB,4.05GB,93.46GB,11.00GB,1621972765.02595,1621972768.52593,3.49997735023499,3,7,2095.00Mhz
6,12,4600.00Mhz,800.00Mhz,31.14GB,25.05GB,4.00GB,4.00GB,1621937070.34196,1621937075.29068,4.94872379302979,1,7,900.17Mhz
6,12,4600.00Mhz,800.00Mhz,31.14GB,25.05GB,4.00GB,4.00GB,1621937226.70844,1621937237.97024,11.2617995738983,1,7,2216.12Mhz
6,12,4600.00Mhz,800.00Mhz,31.14GB,24.93GB,4.00GB,4.00GB,1621939105.04869,1621939108.99341,3.94471216201782,408,3,900.10Mhz
6,12,4600.00Mhz,800.00Mhz,31.14GB,24.93GB,4.00GB,4.00GB,1621939109.32699,1621939111.0648,1.73781108856201,408,4,1173.53Mhz
6,12,4600.00Mhz,800.00Mhz,31.14GB,24.91GB,4.00GB,4.00GB,1621939210.64308,1621939416.91693,206.273859500885,408,5,1319.41Mhz
6,12,4600.00Mhz,800.00Mhz,31.14GB,24.92GB,4.00GB,4.00GB,1621939417.25369,1621939418.1216,0.867906332015991,1,12,900.15Mhz
6,12,4600.00Mhz,800.00Mhz,31.14GB,24.65GB,4.00GB,4.00GB,1621939525.35552,1621939791.68772,266.332198381424,967,5,1948.69Mhz
